,dose_bins,coverage
0,0.0,100.0
1,0.1,100.0
2,0.2,99.94263208922798
3,0.30000000000000004,99.67388430237682
4,0.4,99.31885270363675
5,0.5,98.95809977686821
6,0.6000000000000001,98.71857715210847
7,0.7000000000000001,98.24463470866843
8,0.8,97.51818067953913
9,0.9,96.66369260696177
10,1.0,95.82358516969923
11,1.1,95.04069101272144
12,1.2000000000000002,94.278517341036
13,1.3,93.60587472147184
14,1.4000000000000001,92.82081573767246
15,1.5,92.20538639839309
16,1.6,91.31486942228504
17,1.7000000000000002,90.49548247031481
18,1.8,89.6873835439143
19,1.9000000000000001,88.72697358756648
20,2.0,87.61131462201351
21,2.1,86.507407573492
22,2.2,85.40767554812642
23,2.3000000000000003,84.27655353384785
24,2.4000000000000004,83.113886900169
25,2.5,81.95941568231476
26,2.6,80.81051116200172
27,2.7,79.66377146851028
28,2.8000000000000003,78.48935291779998
29,2.9000000000000004,77.41436177039537
30,3.0,76.38498661673133
31,3.1,75.42457666038351
32,3.2,74.52277165870578
33,3.3000000000000003,73.68142717754517
34,3.4000000000000004,72.86606061824361
35,3.5,72.06584784669316
36,3.6,71.29733432503019
37,3.7,70.56732379469402
38,3.8000000000000003,69.88030053981504
39,3.9000000000000004,69.23796549575307
40,4.0,68.61310369675105
41,4.1000000000000005,67.9859224404402
42,4.2,67.36925605726276
43,4.3,66.7773305520463
44,4.4,66.20504311871137
45,4.5,65.66476419623845
46,4.6000000000000005,65.11984635914786
47,4.7,64.58296930739459
48,4.800000000000001,64.05119506172076
49,4.9,63.52668844894798
50,5.0,63.040994088476474
51,5.1000000000000005,62.53999130976662
52,5.2,62.048420990779384
53,5.300000000000001,61.569994263208926
54,5.4,61.10177314779737
55,5.5,60.64252060064666
56,5.6000000000000005,60.19950425465785
57,5.7,59.75648790866905
58,5.800000000000001,59.29800851395463
59,5.9,58.829787398543075
60,6.0,58.35692736851384
61,6.1000000000000005,57.90107669208277
62,6.2,57.446617690037
63,6.300000000000001,56.98999386116965
64,6.4,56.550997907849506
65,6.5,56.10195097285771
66,6.6000000000000005,55.64285305619426
67,6.7,55.19380612120247
68,6.800000000000001,54.74568696913421
69,6.9,54.30669101581406
70,7.0,53.867540432006656
71,7.1000000000000005,53.44385289692486
72,7.2,53.01088753260771
73,7.300000000000001,52.58024162559939
74,7.4,52.14078178081747
75,7.5,51.71291922257977
76,7.6000000000000005,51.31010680327754
77,7.7,50.909304580309666
78,7.800000000000001,50.51747092560264
79,7.9,50.114813136787674
80,8.0,49.71725815405217
81,8.1,49.328981000552034
82,8.200000000000001,48.94070384705189
83,8.3,48.56371471912146
84,8.4,48.19600342042637
85,8.5,47.84282738753338
86,8.6,47.48717726684429
87,8.700000000000001,47.13972256197977
88,8.8,46.77417609010628
89,8.9,46.43074177791042
90,9.0,46.07957594135175
91,9.1,45.733512910872534
92,9.200000000000001,45.384821162109965
93,9.3,45.03396458652581
94,9.4,44.68712840361031
95,9.5,44.334725523153594
96,9.600000000000001,43.98278653415865
97,9.700000000000001,43.6143020830273
98,9.8,43.263136246468626
99,9.9,42.90934169162661
100,10.0,42.557711963606174
101,10.100000000000001,42.18814509906402
