,dose_bins,coverage
0,0.0,100.0
1,0.1,34.15384677390102
2,0.2,30.903565656524947
3,0.30000000000000004,28.345901328808587
4,0.4,26.751895275212906
5,0.5,24.78548426750283
6,0.6000000000000001,23.068149300531605
7,0.7000000000000001,21.96483916861803
8,0.8,21.124308290040585
9,0.9,20.186645816288284
10,1.0,19.467428672763255
11,1.1,18.95779007484372
12,1.2000000000000002,18.549716464409936
13,1.3,18.19927695401766
14,1.4000000000000001,17.913726185630168
15,1.5,17.65235755712023
16,1.6,17.440562315359287
17,1.7000000000000002,17.275116175030327
18,1.8,17.09072735846395
19,1.9000000000000001,16.960546838789764
20,2.0,16.8120281963751
21,2.1,16.689505354328805
22,2.2,16.540986711914137
23,2.3000000000000003,16.410403156575327
24,2.4000000000000004,16.29372433166611
25,2.5,16.18772595186948
26,2.6,16.09099739235925
27,2.7,15.993261243687455
28,2.8000000000000003,15.89834634466804
29,2.9000000000000004,15.771591628143176
30,3.0,15.64483691161831
31,3.1,15.50901389263936
32,3.2,15.36432408903864
33,3.3000000000000003,15.227493480898124
34,3.4000000000000004,15.107388852839588
35,3.5,14.991113063594996
36,3.6,14.877860041835103
37,3.7,14.76017362776432
38,3.8000000000000003,14.645308463345922
39,3.9000000000000004,14.534675173406095
40,4.0,14.406711349887352
41,4.1000000000000005,14.263835206777447
42,4.2,14.107457368902573
43,4.3,13.938383907591984
44,4.4,13.767295267958263
45,4.5,13.609909840921825
46,4.6000000000000005,13.442851557934363
47,4.7,13.290302558873435
48,4.800000000000001,13.138761148974073
49,4.9,12.982383311099198
50,5.0,12.811899224962417
51,5.1000000000000005,12.620054248600459
52,5.2,12.424380433424552
53,5.300000000000001,12.202106264383335
54,5.4,11.958068169452314
55,5.5,11.695288916116187
56,5.6000000000000005,11.442384036563395
57,5.7,11.183836657705841
58,5.800000000000001,10.905943566946238
59,5.9,10.63550663598222
60,6.0,10.358621134384181
61,6.1000000000000005,10.076294651313694
62,6.2,9.797192453560216
63,6.300000000000001,9.529979807913202
64,6.4,9.278687071018915
65,6.5,9.045329421200481
66,6.6000000000000005,8.825070430482393
67,6.7,8.619320723690839
68,6.800000000000001,8.41598923088704
69,6.9,8.233615592643794
70,7.0,8.04559945509578
71,7.1000000000000005,7.890027688550159
72,7.2,7.720349673742629
73,7.300000000000001,7.5647779071970085
74,7.4,7.420088103596287
75,7.5,7.283862048952712
76,7.6000000000000005,7.145016262489068
77,7.7,7.014231189317943
78,7.800000000000001,6.882640044817566
79,7.9,6.766767291237602
80,8.0,6.637997396389607
81,8.1,6.516683661337192
82,8.200000000000001,6.391339569638517
83,8.3,6.2768774408847445
84,8.4,6.155563705832329
85,8.5,6.044325862395564
86,8.6,5.928251590983287
87,8.700000000000001,5.813184908732573
88,8.8,5.707791082432885
89,8.9,5.59796386382231
90,9.0,5.490353341367178
91,9.1,5.3813321940858545
92,9.200000000000001,5.2829914919171195
93,9.3,5.188479628562331
94,9.4,5.090138926393597
95,9.5,4.991395188560236
96,9.600000000000001,4.902324306677898
97,9.700000000000001,4.808416996820049
98,9.8,4.719144597105398
99,9.9,4.62463273375061
100,10.0,4.541204351173035
101,10.100000000000001,4.458179004260087
102,10.200000000000001,4.376161246508704
103,10.3,4.296561702745076
104,10.4,4.213536355832128
105,10.5,4.139377793540951
106,10.600000000000001,4.056150928795689
107,10.700000000000001,3.982395402169138
108,10.8,3.9044080010640143
109,10.9,3.8300479209405243
110,11.0,3.7611288222894843
111,11.100000000000001,3.6855596351721163
112,11.200000000000001,3.62228303582584
113,11.3,3.5523563480132356
114,11.4,3.4904903734931505
115,11.5,3.4256016314883704
116,11.600000000000001,3.366153870956041
117,11.700000000000001,3.309124324411467
118,11.8,3.254311474022336
119,11.9,3.1972819274777624
120,12.0,3.146499433734891
121,12.100000000000001,3.0961199756566455
122,12.200000000000001,3.043120785758332
123,12.3,2.99435347033859
124,12.4,2.953646868211368
125,12.5,2.9085068737732604
126,12.600000000000001,2.8629638436705265
127,12.700000000000001,2.822458759375617
128,12.8,2.7829612642422727
129,12.9,2.7426576977796766
130,13.0,2.7039662739755843
131,13.100000000000001,2.6664839571653696
132,13.200000000000001,2.627792533361277
