,dose_bins,coverage
0,0.0,100.0
1,0.1,100.0
2,0.2,100.0
3,0.30000000000000004,100.0
4,0.4,100.0
5,0.5,97.09322625698324
6,0.6000000000000001,93.23498603351955
7,0.7000000000000001,87.53491620111731
8,0.8,82.37604748603353
9,0.9,77.19099162011173
10,1.0,72.91375698324022
11,1.1,69.46578212290503
12,1.2000000000000002,66.44553072625699
13,1.3,64.65607541899442
14,1.4000000000000001,62.456354748603346
15,1.5,60.710544692737436
16,1.6,60.17807262569832
17,1.7000000000000002,59.296438547486034
18,1.8,59.00837988826816
19,1.9000000000000001,57.67283519553072
20,2.0,56.337290502793294
21,2.1,55.621508379888276
22,2.2,55.315991620111724
23,2.3000000000000003,54.207402234636874
24,2.4000000000000004,54.18994413407822
25,2.5,54.18994413407822
26,2.6,53.94553072625698
27,2.7,53.41305865921788
28,2.8000000000000003,52.932960893854755
29,2.9000000000000004,52.5663407821229
30,3.0,52.30446927374302
31,3.1,52.112430167597765
32,3.2,51.737081005586596
33,3.3000000000000003,51.414106145251395
34,3.4000000000000004,51.134776536312856
35,3.5,50.59357541899442
36,3.6,49.32786312849162
37,3.7,49.083449720670394
38,3.8000000000000003,48.77793296089386
39,3.9000000000000004,48.4375
40,4.0,48.193086592178766
41,4.1000000000000005,47.93994413407821
42,4.2,47.7304469273743
43,4.3,47.46857541899441
44,4.4,47.14560055865922
45,4.5,46.86627094972067
46,4.6000000000000005,46.54329608938548
47,4.7,46.24650837988827
48,4.800000000000001,45.897346368715084
49,4.9,45.58310055865922
50,5.0,45.30377094972067
51,5.1000000000000005,44.98079608938548
52,5.2,44.6927374301676
53,5.300000000000001,44.43086592178771
54,5.4,44.160265363128495
55,5.5,43.898393854748605
56,5.6000000000000005,43.58414804469274
57,5.7,43.21752793296089
58,5.800000000000001,42.86836592178771
59,5.9,42.4231843575419
60,6.0,42.02164804469274
61,6.1000000000000005,41.672486033519554
62,6.2,41.3320530726257
63,6.300000000000001,40.974162011173185
64,6.4,40.625
65,6.5,40.310754189944134
66,6.6000000000000005,39.94413407821229
67,6.7,39.542597765363126
68,6.800000000000001,39.09741620111732
69,6.9,38.652234636871505
70,7.0,38.24196927374302
71,7.1000000000000005,37.814245810055866
72,7.2,37.290502793296085
73,7.300000000000001,36.714385474860336
74,7.4,36.12953910614525
75,7.5,35.553421787709496
76,7.6000000000000005,34.97730446927375
77,7.7,34.401187150837984
78,7.800000000000001,33.83379888268156
79,7.9,33.37115921787709
80,8.0,32.80377094972067
81,8.1,32.297486033519554
82,8.200000000000001,31.76501396648045
83,8.3,31.337290502793298
84,8.4,30.857192737430168
85,8.5,30.455656424581008
86,8.6,29.993016759776538
87,8.700000000000001,29.547835195530723
88,8.8,29.181215083798882
89,8.9,28.727304469273747
90,9.0,28.36941340782123
91,9.1,27.967877094972067
92,9.200000000000001,27.57506983240223
93,9.3,27.21717877094972
94,9.4,26.85928770949721
95,9.5,26.59741620111732
96,9.600000000000001,26.239525139664803
97,9.700000000000001,25.942737430167597
98,9.8,25.66340782122905
99,9.9,25.322974860335197
100,10.0,25.043645251396647
101,10.100000000000001,24.711941340782122
